dataset_id,module,n_genes,n_samples,cronbach_alpha,table_type,module_a,module_b,mean_correlation,n_pairs,interpretation_boundary
GSE272133_muscle_bariatric,,,,,module_pair_correlation,innate_immune_inflammation,innate_immune_inflammation,0.2954834465194322,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,innate_immune_inflammation,monocyte_macrophage,0.4232898299165111,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,innate_immune_inflammation,macrophage_resolution,0.3375692218624304,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,innate_immune_inflammation,insulin_metabolism,0.2695536722534462,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,innate_immune_inflammation,nutrient_sensing,0.4295319670983277,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,innate_immune_inflammation,stress_repair,0.3077994526638657,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,innate_immune_inflammation,mitochondrial_stress,0.1819258791309998,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,nad_salvage_core,0.4169413094204378,24.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,nad_de_novo,0.3500250094713002,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,nad_consumption_inflammation,0.2589836252187684,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,nad_consumption_repair,0.3988292539024529,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,sirtuin_repair,0.4283390836557395,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,oxidative_stress_repair,0.380769667780383,16.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,nfkb_inflammation,0.3380709717590974,28.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,monocyte_macrophage,0.4949209770556558,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,nutrient_sensing,0.3730374628463233,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,monocyte_macrophage,stress_repair,0.3059104829651719,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,nad_salvage_core,0.2756072847509264,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,nad_de_novo,0.2692925478823754,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,nad_consumption_inflammation,0.1860860166107261,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,nad_consumption_repair,0.2910090605857601,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,sirtuin_repair,0.283376388369596,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,mitochondrial_biogenesis,0.3142396729280979,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,oxidative_stress_repair,0.2589446093590852,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,nfkb_inflammation,0.2259937037714012,14.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,monocyte_macrophage,0.3873512478112637,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,macrophage_resolution,0.1294635474420707,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,nutrient_sensing,0.2528755634474008,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,stress_repair,0.2598282292921111,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,macrophage_resolution,mitochondrial_stress,0.141074773113887,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,nad_salvage_core,0.4106282441227182,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,nad_de_novo,0.3163080919008544,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,nad_consumption_inflammation,0.2331505636840976,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,nad_consumption_repair,0.4721838090179832,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,sirtuin_repair,0.4287825818639341,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,ampk_mitochondria_repair,0.4205825608091109,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,mitochondrial_biogenesis,0.4826609562693882,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,oxidative_stress_repair,0.4467919772267446,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,nfkb_inflammation,0.2850319895204086,14.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,innate_immune_inflammation,0.3387360942442159,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,monocyte_macrophage,0.3739289010824831,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,macrophage_resolution,0.3068032307425742,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,adipose_metabolism_resolution,0.3400178842399607,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,insulin_metabolism,0.351699543556576,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,nutrient_sensing,0.4158501217111184,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,stress_repair,0.490689098384034,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,dna_damage_repair,0.4545943767633789,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,autophagy_repair,0.2596002510219102,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_resolution,mitochondrial_stress,0.1806353389583211,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,nad_salvage_core,0.2089771523759406,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,nad_de_novo,0.2220545955059431,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,nad_consumption_inflammation,0.141859365636268,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,nad_consumption_repair,0.2573298513165277,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,sirtuin_repair,0.2058225999244157,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,ampk_mitochondria_repair,0.1969460138957201,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,mitochondrial_biogenesis,0.292971741647233,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,oxidative_stress_repair,0.2812558226752195,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,nfkb_inflammation,0.1679778666086049,7.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,innate_immune_inflammation,0.2679966684094477,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,monocyte_macrophage,0.197856186617158,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,macrophage_resolution,0.315174628429952,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,adipose_metabolism_resolution,0.5041547241639016,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,adipose_metabolism_inflammation,1.0,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,insulin_metabolism,0.121986232469621,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,nutrient_sensing,0.2031713558796859,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,stress_repair,0.2340586125260816,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,dna_damage_repair,0.1887222280547832,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,autophagy_repair,0.0589529019122727,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,adipose_metabolism_inflammation,mitochondrial_stress,0.1549868800748312,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,nad_salvage_core,0.5289150898065249,24.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,nad_de_novo,0.2721824665464263,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,nad_consumption_inflammation,0.4171601220602942,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,nad_consumption_repair,0.7076856334602757,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,sirtuin_repair,0.6112054380830557,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,mitochondrial_biogenesis,0.6335544386634815,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,oxidative_stress_repair,0.6135052482569959,16.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,nfkb_inflammation,0.2654681931391454,28.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,monocyte_macrophage,0.2833744627180058,16.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,macrophage_resolution,0.1993807485490012,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,insulin_metabolism,0.5697938103577814,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,nutrient_sensing,0.6733500623117222,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,stress_repair,0.62850034162012,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,insulin_metabolism,mitochondrial_stress,0.3199927367723859,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nutrient_sensing,sirtuin_repair,0.7187197492877991,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nutrient_sensing,oxidative_stress_repair,0.8484863736351161,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nutrient_sensing,nutrient_sensing,0.9999999999999998,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nutrient_sensing,stress_repair,0.8251664160339541,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,stress_repair,stress_repair,1.0,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,nad_salvage_core,0.6261482988378799,18.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,nad_de_novo,0.4191688645537479,9.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,nad_consumption_inflammation,0.4209134546609272,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,nad_consumption_repair,0.7624321525450369,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,sirtuin_repair,0.6997884829726819,9.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,mitochondrial_biogenesis,0.7007383894331216,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,oxidative_stress_repair,0.678560049683726,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,nfkb_inflammation,0.3910451278736997,21.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,innate_immune_inflammation,0.4039569630685097,9.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,monocyte_macrophage,0.4716522508056778,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,macrophage_resolution,0.2849925247246038,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,insulin_metabolism,0.6424116904989002,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,nutrient_sensing,0.6923133796057473,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,stress_repair,0.6369508716067269,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,dna_damage_repair,0.6938902824108569,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,dna_damage_repair,mitochondrial_stress,0.3755575933930158,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,nad_salvage_core,0.4354083679714161,24.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,nad_de_novo,0.2259826265095295,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,nad_consumption_inflammation,0.3686630755051964,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,nad_consumption_repair,0.5724713035776033,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,sirtuin_repair,0.5329983454619464,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,mitochondrial_biogenesis,0.5659637726824629,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,oxidative_stress_repair,0.5710155462191835,16.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,nfkb_inflammation,0.2044097176262141,28.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,innate_immune_inflammation,0.2317142209460021,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,monocyte_macrophage,0.215111002737506,16.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,macrophage_resolution,0.1826294146563149,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,insulin_metabolism,0.5218709885927886,16.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,nutrient_sensing,0.5986493140133715,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,stress_repair,0.5587131690122791,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,dna_damage_repair,0.5100808374631898,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,autophagy_repair,0.4202945465883672,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,autophagy_repair,mitochondrial_stress,0.3721842992503204,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,nad_salvage_core,0.3468026969882777,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,nad_de_novo,0.2413022785302789,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,nad_consumption_inflammation,0.2611733396667198,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,nad_consumption_repair,0.3672698503303174,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,sirtuin_repair,0.3591211906430201,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,oxidative_stress_repair,0.4928553665958905,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,nfkb_inflammation,0.2128840094068718,14.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,monocyte_macrophage,0.2176532173817452,8.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,nutrient_sensing,0.481277349115046,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,stress_repair,0.3352056545389058,2.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,mitochondrial_stress,mitochondrial_stress,0.4637230725189675,1.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_salvage_core,nad_salvage_core,-0.1946516619146973,10.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_salvage_core,sirtuin_repair,0.0283046405983876,15.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_salvage_core,oxidative_stress_repair,0.0005007408940228,15.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_salvage_core,nfkb_inflammation,-0.0013149637249448,20.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_salvage_core,nutrient_sensing,-0.0392040476647904,5.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_salvage_core,stress_repair,0.0709206683808167,5.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_de_novo,nad_salvage_core,-0.0500509631576599,15.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_de_novo,nad_de_novo,0.2262805423045479,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_de_novo,sirtuin_repair,-0.3124212059509091,9.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_de_novo,oxidative_stress_repair,0.3689071733245377,9.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_de_novo,nfkb_inflammation,-0.0266751448725317,12.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_de_novo,nutrient_sensing,0.3095323520095698,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_de_novo,stress_repair,-0.4648979978591764,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,nad_salvage_core,-0.0064039474392454,5.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,nad_de_novo,0.4023102302354397,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,nad_consumption_inflammation,1.0,1.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,nad_consumption_repair,-0.3841689994882882,2.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,sirtuin_repair,-0.4223585787722766,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,oxidative_stress_repair,0.5762608593110269,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,nfkb_inflammation,0.0298336446114,4.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,nutrient_sensing,0.4113117783077411,1.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_inflammation,stress_repair,-0.527851921299494,1.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,nad_salvage_core,0.0477254813498845,10.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,nad_de_novo,-0.4950675971092524,6.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,nad_consumption_repair,0.3949496454737083,1.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,sirtuin_repair,0.2822322211954042,6.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,oxidative_stress_repair,-0.3161481505405762,6.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,nfkb_inflammation,0.0158647092876088,8.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,nutrient_sensing,-0.5226112541111039,2.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,nad_consumption_repair,stress_repair,0.7386307520493174,2.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,sirtuin_repair,sirtuin_repair,0.0060528367102751,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,sirtuin_repair,stress_repair,0.3540357592043587,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,nad_salvage_core,0.0135225406516385,15.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,nad_de_novo,0.0932312805061949,9.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,nad_consumption_inflammation,-0.2459768410852324,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,nad_consumption_repair,-0.0735428385588,6.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,sirtuin_repair,0.0059054006118434,9.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,ampk_mitochondria_repair,0.038948744485253,3.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,mitochondrial_biogenesis,0.1347833097831335,6.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,oxidative_stress_repair,-0.0454160832308802,9.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,nfkb_inflammation,-0.0219865676713526,12.0,structural co-expression description; not a between-group significance test
GSE282850_muscle_cell_aicar_palmitate,,,,,module_pair_correlation,ampk_mitochondria_repair,innate_immune_inflammation,0.3248789972539981,9.0,structural co-expression description; not a between-group significance test
