dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,table_scope,interpretation_boundary
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.4392306530880112,0.2869893284610305,0.7262199815490418,1.4332738796415063,-0.2448206117035175,1.480917110692056,paired_cohen_dz,0.5066861204019748,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3958333333333333,0.296875,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,balance_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.1437396272620021,-0.431785627343672,-0.5755252546056742,0.7655383831474852,-0.9979745760085692,-0.0542461575565769,paired_cohen_dz,-0.7517915068339507,0.05859375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.2024147727272727,0.1590401785714285,small_n;ci_excludes_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.0613689133153945,0.2279980626045698,0.2893669759199644,0.968750398549481,-0.3910101936251399,0.7539054224875005,paired_cohen_dz,0.2987012716105575,0.421875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8221153846153846,0.890625,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.0823707139466076,-0.2037875647391022,-0.2861582786857099,0.4853898117372834,-0.5606596917652357,0.0306810133925188,paired_cohen_dz,-0.5895432326061939,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.3392857142857143,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,0.4051351525938277,0.9831625362579584,1.159118626942475,0.3272236164505556,1.658607192261554,paired_cohen_dz,0.8481983753909176,0.025390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.1133897569444444,0.0804036458333333,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.3635825545377671,0.3239725403627496,-0.0396100141750174,0.3750965878088607,-0.2726148237895945,0.149134156066217,paired_cohen_dz,-0.1055995054671137,0.8359375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.2170866523878136,-0.2053520574938149,0.0117345948939987,0.5153679777822899,-0.3112030126620136,0.3113832600713682,paired_cohen_dz,0.0227693519967897,0.94140625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.1464959021499534,0.1186204828689346,-0.0278754192810187,0.5570566640697043,-0.3505822268337966,0.3048177253575637,paired_cohen_dz,-0.0500405453861166,0.876953125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,-0.2620692887887945,0.315958094875336,0.8114498574564265,-0.1318877676665695,0.8044281299101297,paired_cohen_dz,0.3893747616959837,0.28515625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5857263513513513,0.4167668269230769,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.3635825545377671,-0.1111288861319802,-0.4747114406697473,0.3794560894631075,-0.7139862619071816,-0.2731133914688365,paired_cohen_dz,-1.251031288867749,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0296875,0.0123697916666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.2170866523878136,0.1827504911283976,0.3998371435162114,0.8085994700610526,-0.0595052558183136,0.8694554186066437,paired_cohen_dz,0.4944810852844388,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3958333333333333,0.4653061224489795,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.1464959021499534,0.0716216049964173,-0.074874297153536,0.8233030100435648,-0.5471345454885871,0.4079796920728842,paired_cohen_dz,-0.0909437913382268,0.775390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262639,0.4795706617901841,1.306737995316448,1.3177830101037216,0.5704059495189504,2.074553126379255,paired_cohen_dz,0.991618487488009,0.01171875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0941650390625,0.0588531494140625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.1763262084025261,0.117589589067764,-0.0587366193347621,0.3691316268766398,-0.2887392511355072,0.1353962874551351,paired_cohen_dz,-0.1591210697163896,0.66796875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.1142064625159482,-0.0462165480351532,0.0679899144807949,0.5465384288058186,-0.2381823154923211,0.4009816999798754,paired_cohen_dz,0.1244009769438395,0.7109375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.062119745886578,0.0713730410326107,0.0092532951460327,0.2918278231380931,-0.1726006654893382,0.1699083428070336,paired_cohen_dz,0.0317080634962421,0.921875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262639,-0.4214735105013615,0.4056938230249023,0.8468574421650662,-0.0111463516541427,0.934069971639646,paired_cohen_dz,0.4790579887775563,0.12890625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.2721354166666667,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.1763262084025261,-0.3240477080890301,-0.5003739164915564,0.3335057770676343,-0.675770002291268,-0.2875375869996625,paired_cohen_dz,-1.5003455738941562,0.00390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0424107142857142,0.0185546875,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.1142064625159482,0.2522273084395788,0.366433770955527,0.7372109222806895,-0.0827956203838664,0.7847823849547525,paired_cohen_dz,0.4970541806704393,0.14453125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3922991071428571,0.4653061224489795,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.062119745886578,-0.0718203996494513,-0.1339401455360294,0.5672185865973244,-0.4706994689045461,0.1944512137133618,paired_cohen_dz,-0.2361349728321141,0.48046875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.95,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,NAMPT_z,18,18,participant_id,,paired,18,18,18,18,0.1575530952467488,0.3527900442666793,0.1952369490199304,1.1290124380930084,-0.3460122963662303,0.687343008865516,paired_cohen_dz,0.1729271905539863,0.4807357788085937,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.59375,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,balance_score,18,18,participant_id,,paired,18,18,18,18,0.0774758846692511,-0.1356221184000382,-0.2130980030692892,0.3744741604720935,-0.393995956208904,-0.0563905520454184,paired_cohen_dz,-0.569059298512453,0.0196456909179687,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.1001953125,0.0746536254882812,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,inflammatory_score,18,18,participant_id,,paired,18,18,18,18,-0.2955477196038469,0.5242586681625849,0.8198063877664317,0.7706133451319783,0.4786502117357387,1.1469542661322518,paired_cohen_dz,1.063836219480508,0.0003890991210937,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0147857666015625,0.0073928833007812,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,repair_score,18,18,participant_id,,paired,18,18,18,18,-0.2180718349345957,0.3886365497625466,0.6067083846971424,0.9249362755103752,0.1976628246061696,1.0297274271273986,paired_cohen_dz,0.6559461454383587,0.013916015625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0961470170454545,0.1161600748697916,ci_excludes_zero;nominal_p_lt_0.05,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,NAMPT_z,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.7655147092701396,0.1575530952467488,0.9230678045168884,,0.3254777696007971,1.5141607615999082,hedges_g,1.0672522313387234,0.0297985100744962,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,0.11875,0.0808816702022041,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,balance_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,0.0872193505961826,0.0774758846692511,-0.0097434659269315,,-0.1959956082076763,0.1832998770220126,hedges_g,-0.0428120187637495,0.9228038598070096,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,inflammatory_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.3430664228381087,-0.2955477196038469,0.0475187032342617,,-0.3800266609806815,0.4743612267392525,hedges_g,0.0779204362988052,0.8655067246637668,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,repair_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.255847072241926,-0.2180718349345957,0.0377752373073302,,-0.4791613845895867,0.5895525423468431,hedges_g,0.0552302502894374,0.9050547472626368,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
