gene_symbol,module,score_group,rationale,OB_Participant_1_w0,OB_Participant_2_w0,OB_Participant_3_w0,OB_Participant_4_w0,OB_Participant_5_w0,OB_Participant_6_w0,OB_Participant_7_w0,OB_Participant_8_w0,OB_Participant_9_w0,OB_Participant_10_w0,OB_Participant_11_w0,OB_Participant_12_w0,OB_Participant_13_w0,OB_Participant_1_w52,OB_Participant_2_w52,OB_Participant_3_w52,OB_Participant_4_w52,OB_Participant_5_w52,OB_Participant_6_w52,OB_Participant_7_w52,OB_Participant_8_w52,OB_Participant_9_w52,OB_Participant_10_w52,OB_Participant_11_w52,OB_Participant_12_w52,OB_Participant_13_w52,T2D_Participant_1_w0,T2D_Participant_2_w0,T2D_Participant_3_w0,T2D_Participant_4_w0,T2D_Participant_5_w0,T2D_Participant_6_w0,T2D_Participant_7_w0,T2D_Participant_8_w0,T2D_Participant_9_w0,T2D_Participant_10_w0,T2D_Participant_11_w0,T2D_Participant_12_w0,T2D_Participant_13_w0,T2D_Participant_1_w52,T2D_Participant_2_w52,T2D_Participant_3_w52,T2D_Participant_4_w52,T2D_Participant_5_w52,T2D_Participant_6_w52,T2D_Participant_7_w52,T2D_Participant_8_w52,T2D_Participant_9_w52,T2D_Participant_10_w52,T2D_Participant_11_w52,T2D_Participant_12_w52,T2D_Participant_13_w52
IL6,nfkb_inflammation,inflammatory,Exercise-responsive and inflammation-associated cytokine with context dependence,2.0,0.0,1.584962500721156,0.0,2.807354922057604,0.0,0.0,2.321928094887362,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.584962500721156,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,2.321928094887362,0.0,0.0,2.321928094887362,0.0,0.0,0.0,0.0
IL1B,nfkb_inflammation,inflammatory,Inflammasome-related inflammatory cytokine,1.0,3.9068905956085187,0.0,3.0,4.0,3.4594316186372973,2.0,0.0,1.584962500721156,1.584962500721156,2.584962500721156,0.0,0.0,1.584962500721156,2.0,2.807354922057604,0.0,0.0,1.584962500721156,2.321928094887362,0.0,2.321928094887362,2.807354922057604,1.584962500721156,1.584962500721156,1.584962500721156,0.0,0.0,0.0,0.0,0.0,4.321928094887363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.700439718141092,1.584962500721156,0.0,0.0,0.0,2.584962500721156,2.0,0.0,1.584962500721156,0.0,2.321928094887362,0.0,0.0
CCL2,nfkb_inflammation,inflammatory,Monocyte recruitment chemokine relevant to adipose inflammation,5.954196310386875,5.087462841250339,5.727920454563199,5.129283016944966,5.807354922057604,4.754887502163468,5.247927513443585,5.614709844115208,5.954196310386875,5.523561956057013,5.0,5.584962500721156,5.20945336562895,6.285402218862249,6.022367813028454,6.189824558880018,6.459431618637297,6.599912842187128,5.882643049361842,6.339850002884624,6.189824558880018,7.7073591320808825,6.022367813028454,6.22881869049588,6.475733430966398,6.882643049361842,4.247927513443585,6.339850002884624,4.643856189774724,4.523561956057013,5.0,4.643856189774724,4.906890595608519,5.584962500721156,4.807354922057604,4.807354922057604,4.169925001442312,4.906890595608519,4.807354922057604,6.044394119358453,7.011227255423254,4.643856189774724,5.882643049361842,4.643856189774724,6.392317422778761,5.727920454563199,4.247927513443585,4.754887502163468,5.129283016944966,5.285402218862249,5.906890595608519,5.129283016944966
CXCL8,nfkb_inflammation,inflammatory,Neutrophil/innate immune chemokine and inflammatory activation marker,0.0,0.0,0.0,0.0,0.0,2.584962500721156,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,2.584962500721156,0.0,1.584962500721156,1.584962500721156,2.0,0.0,0.0,0.0,0.0,2.584962500721156,0.0,0.0,2.321928094887362,0.0,0.0,0.0,0.0,2.321928094887362,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.584962500721156,0.0,0.0
TLR4,innate_immune_inflammation,inflammatory,Innate immune receptor linked to lipid-induced inflammation,6.066089190457772,6.882643049361842,5.977279923499917,6.303780748177103,6.303780748177103,6.22881869049588,5.882643049361842,5.523561956057013,5.807354922057604,6.169925001442312,6.022367813028454,6.523561956057013,5.392317422778761,6.149747119504682,5.357552004618084,6.523561956057013,5.491853096329675,6.22881869049588,5.491853096329675,6.339850002884624,6.087462841250339,6.339850002884624,6.3750394313469245,6.189824558880018,6.357552004618084,6.459431618637297,5.247927513443585,3.169925001442312,5.643856189774724,4.700439718141092,4.392317422778761,5.392317422778761,5.285402218862249,4.857980995127572,5.129283016944966,5.169925001442312,4.392317422778761,4.954196310386875,5.554588851677638,4.392317422778761,5.426264754702098,4.169925001442312,4.754887502163468,4.807354922057604,5.426264754702098,4.523561956057013,4.169925001442312,4.857980995127572,4.459431618637297,4.857980995127572,5.857980995127572,4.247927513443585
NLRP3,innate_immune_inflammation,inflammatory,Inflammasome component relevant to metabolic inflammation,0.0,2.321928094887362,3.4594316186372973,2.321928094887362,3.169925001442312,2.584962500721156,2.321928094887362,3.584962500721156,1.584962500721156,0.0,0.0,2.584962500721156,3.700439718141092,1.584962500721156,1.584962500721156,2.584962500721156,2.0,0.0,2.0,2.321928094887362,0.0,2.321928094887362,2.584962500721156,1.584962500721156,0.0,0.0,0.0,2.321928094887362,0.0,0.0,0.0,4.247927513443585,3.0,0.0,2.0,2.321928094887362,0.0,0.0,0.0,1.584962500721156,0.0,2.0,2.584962500721156,0.0,3.0,3.169925001442312,2.584962500721156,0.0,1.584962500721156,2.584962500721156,2.321928094887362,3.0
CASP1,innate_immune_inflammation,inflammatory,Inflammasome effector supporting IL1B maturation,5.459431618637297,6.507794640198696,5.321928094887363,5.087462841250339,5.044394119358453,5.906890595608519,5.0,4.459431618637297,4.392317422778761,5.459431618637297,4.169925001442312,5.087462841250339,4.643856189774724,5.643856189774724,4.906890595608519,5.426264754702098,4.584962500721156,5.20945336562895,5.491853096329675,5.807354922057604,4.584962500721156,5.285402218862249,6.189824558880018,4.523561956057013,5.672425341971495,5.426264754702098,3.4594316186372973,5.426264754702098,4.321928094887363,4.169925001442312,2.321928094887362,5.78135971352466,4.247927513443585,4.169925001442312,3.4594316186372973,4.584962500721156,3.807354922057604,4.392317422778761,3.700439718141092,4.643856189774724,5.321928094887363,4.087462841250339,2.584962500721156,4.169925001442312,5.727920454563199,3.700439718141092,3.9068905956085187,4.0,4.857980995127572,4.643856189774724,4.807354922057604,4.754887502163468
ITGAM,monocyte_macrophage,inflammatory,Myeloid/macrophage marker useful for immune-cell infiltration context,5.285402218862249,6.727920454563199,5.129283016944966,5.087462841250339,5.426264754702098,5.754887502163468,5.614709844115208,3.807354922057604,4.087462841250339,4.807354922057604,4.321928094887363,5.044394119358453,3.4594316186372973,4.857980995127572,4.807354922057604,5.614709844115208,5.087462841250339,5.977279923499917,5.754887502163468,6.087462841250339,5.087462841250339,6.087462841250339,5.700439718141092,4.754887502163468,5.614709844115208,5.044394119358453,3.4594316186372973,5.954196310386875,4.169925001442312,3.807354922057604,3.584962500721156,6.3750394313469245,3.321928094887362,4.321928094887363,3.169925001442312,4.754887502163468,3.807354922057604,3.169925001442312,3.807354922057604,4.087462841250339,5.727920454563199,3.0,4.169925001442312,4.459431618637297,5.044394119358453,5.087462841250339,5.0,4.523561956057013,4.321928094887363,3.4594316186372973,4.643856189774724,4.643856189774724
CD14,monocyte_macrophage,inflammatory,Monocyte marker and LPS co-receptor,6.906890595608519,7.643856189774724,6.426264754702098,7.011227255423254,6.794415866350106,6.794415866350106,6.906890595608519,5.857980995127572,5.426264754702098,6.189824558880018,6.20945336562895,6.94251450533924,5.614709844115208,6.266786540694901,6.672425341971495,6.894817763307944,6.658211482751795,7.330916878114617,6.794415866350106,7.169925001442312,6.845490050944375,8.194756854422248,7.599912842187128,6.614709844115208,7.149747119504682,6.22881869049588,5.247927513443585,6.20945336562895,3.321928094887362,4.087462841250339,4.392317422778761,6.392317422778761,6.066089190457772,5.321928094887363,4.523561956057013,4.584962500721156,5.169925001442312,5.672425341971495,4.807354922057604,5.977279923499917,6.954196310386875,4.392317422778761,5.0,5.584962500721156,6.357552004618084,5.930737337562887,5.523561956057013,4.807354922057604,5.321928094887363,2.0,5.357552004618084,4.906890595608519
CD68,monocyte_macrophage,inflammatory,Macrophage marker used for tissue inflammatory burden,7.087462841250339,6.727920454563199,6.9886846867721655,6.285402218862249,6.6293566200796095,6.475733430966398,7.087462841250339,5.754887502163468,5.392317422778761,6.357552004618084,5.491853096329675,6.714245517666122,6.087462841250339,5.672425341971495,6.129283016944966,6.870364719583405,6.882643049361842,6.930737337562887,5.754887502163468,6.807354922057604,6.9886846867721655,8.873444112515376,7.139551352398794,5.977279923499917,7.011227255423254,7.0,4.807354922057604,5.857980995127572,4.954196310386875,5.426264754702098,4.321928094887363,5.491853096329675,5.491853096329675,3.0,4.584962500721156,4.857980995127572,2.0,5.700439718141092,5.523561956057013,5.700439718141092,7.189824558880018,4.584962500721156,5.78135971352466,5.0,6.554588851677638,6.20945336562895,4.857980995127572,5.832890014164741,4.321928094887363,3.700439718141092,5.700439718141092,4.392317422778761
ADGRE1,monocyte_macrophage,inflammatory,Macrophage marker; human ortholog context should be checked per dataset,0.0,4.321928094887363,0.0,1.584962500721156,1.584962500721156,2.807354922057604,0.0,1.584962500721156,0.0,3.4594316186372973,0.0,2.321928094887362,3.169925001442312,1.584962500721156,1.584962500721156,1.584962500721156,0.0,0.0,1.584962500721156,1.584962500721156,2.807354922057604,0.0,1.584962500721156,0.0,2.321928094887362,1.584962500721156,0.0,2.807354922057604,0.0,2.0,0.0,3.169925001442312,1.584962500721156,2.584962500721156,2.321928094887362,0.0,0.0,0.0,1.584962500721156,0.0,3.0,0.0,0.0,0.0,2.584962500721156,2.807354922057604,0.0,1.584962500721156,0.0,1.584962500721156,0.0,0.0
MRC1,macrophage_resolution,repair,Macrophage alternative activation/resolution marker,4.321928094887363,4.392317422778761,4.643856189774724,5.129283016944966,5.247927513443585,3.807354922057604,5.247927513443585,2.0,4.643856189774724,4.0,2.807354922057604,3.807354922057604,3.321928094887362,4.700439718141092,4.523561956057013,5.0,3.9068905956085187,4.700439718141092,3.0,5.247927513443585,4.087462841250339,5.554588851677638,5.129283016944966,5.087462841250339,5.321928094887363,4.643856189774724,3.0,3.169925001442312,2.0,3.700439718141092,0.0,2.584962500721156,3.807354922057604,3.321928094887362,1.584962500721156,0.0,3.700439718141092,3.807354922057604,4.087462841250339,3.169925001442312,4.700439718141092,3.169925001442312,4.087462841250339,1.584962500721156,4.0,3.807354922057604,3.169925001442312,2.321928094887362,1.584962500721156,3.169925001442312,4.459431618637297,4.169925001442312
ARG1,macrophage_resolution,repair,Resolution/repair-associated macrophage marker; human tissue context should be interpreted carefully,0.0,3.169925001442312,1.584962500721156,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARG,adipose_metabolism_resolution,repair,Adipose metabolism and anti-inflammatory transcriptional regulator,6.087462841250339,6.357552004618084,5.930737337562887,6.022367813028454,5.882643049361842,5.491853096329675,5.247927513443585,6.266786540694901,5.754887502163468,6.044394119358453,5.643856189774724,5.614709844115208,5.491853096329675,6.754887502163468,5.857980995127572,4.857980995127572,6.22881869049588,6.044394119358453,6.303780748177103,5.643856189774724,6.066089190457772,5.977279923499917,5.584962500721156,5.977279923499917,6.768184324776926,6.044394119358453,4.459431618637297,4.754887502163468,4.906890595608519,4.643856189774724,3.4594316186372973,4.523561956057013,2.584962500721156,3.584962500721156,4.700439718141092,3.584962500721156,3.9068905956085187,3.584962500721156,5.20945336562895,5.0,4.087462841250339,3.807354922057604,3.321928094887362,4.857980995127572,5.392317422778761,4.807354922057604,4.584962500721156,4.954196310386875,3.584962500721156,3.4594316186372973,3.700439718141092,4.459431618637297
ADIPOQ,adipose_metabolism_resolution,repair,Adipocyte metabolic health marker often reduced in obesity inflammation,6.066089190457772,5.20945336562895,4.857980995127572,5.954196310386875,5.0,2.807354922057604,0.0,2.321928094887362,3.0,0.0,0.0,3.807354922057604,5.044394119358453,7.507794640198696,5.044394119358453,5.247927513443585,7.3750394313469245,4.459431618637297,5.977279923499917,0.0,3.584962500721156,4.459431618637297,3.0,4.169925001442312,3.4594316186372973,1.584962500721156,0.0,0.0,3.0,0.0,1.584962500721156,4.087462841250339,3.700439718141092,0.0,0.0,0.0,5.954196310386875,5.169925001442312,5.857980995127572,5.491853096329675,4.392317422778761,0.0,0.0,0.0,6.78135971352466,4.807354922057604,2.584962500721156,2.0,2.321928094887362,0.0,6.339850002884624,3.700439718141092
LEP,adipose_metabolism_inflammation,inflammatory,Adiposity-linked hormone and inflammatory-metabolic signal,4.700439718141092,5.321928094887363,4.087462841250339,5.584962500721156,3.584962500721156,3.0,0.0,0.0,3.169925001442312,2.321928094887362,2.321928094887362,1.584962500721156,3.807354922057604,5.643856189774724,3.9068905956085187,1.584962500721156,4.087462841250339,0.0,5.0,0.0,0.0,3.584962500721156,2.0,0.0,2.321928094887362,2.321928094887362,0.0,0.0,0.0,0.0,2.321928094887362,2.584962500721156,3.169925001442312,3.0,1.584962500721156,0.0,3.9068905956085187,3.0,3.321928094887362,3.321928094887362,0.0,0.0,0.0,0.0,2.807354922057604,2.0,0.0,0.0,0.0,0.0,4.169925001442312,1.584962500721156
INSR,insulin_metabolism,repair,Insulin signalling receptor and metabolic health marker,10.972261848733291,10.659103963473662,10.790348496751914,11.096715154488535,10.680359523513713,10.92851837525789,10.515699838284043,10.452241240430817,10.875749351420055,10.4655664048094,11.197830998012197,10.57553924683453,10.447083226209653,10.63390340934852,10.325305455089682,10.92184093707449,11.004922678569045,10.745674324002135,10.306061689428342,10.89026427702111,10.665335917185176,10.887220615468385,10.08214904135387,10.870364719583405,10.20212382383046,10.493855449240822,10.037546953962178,10.304921669581672,10.043027283594547,9.714245517666123,9.894817763307943,9.756556322524087,9.445014845868423,10.164906926675688,10.133142212400601,9.5980525001616,10.4241662888181,9.73978060977326,9.820178962415188,9.665335917185176,10.492854620174748,10.117643101389092,10.17367713630342,10.367414751246828,10.184875342908283,10.279610581052484,10.984418458801137,9.994353436858859,10.116343961237469,10.154818109052105,10.186114239541643,10.425215903299383
IRS1,insulin_metabolism,repair,Insulin signalling adaptor relevant to skeletal muscle and adipose metabolism,10.567005370247033,10.839991070539886,11.196602126523171,10.69261550169458,10.24198314969433,11.354800344350597,9.905387005018131,10.298062567719017,10.757390009366638,10.320800548881637,10.99081307915361,10.602698865017965,11.139551352398794,11.078817949961978,10.204571144249204,11.179287104646004,11.155450731312138,10.476746203939467,10.411510988012072,10.539158811108031,10.705632387361415,11.242578689451346,9.643856189774725,11.938844457466171,9.72451385311995,9.774787059601174,9.693486957499326,10.519636252843213,9.873444112515376,9.54882190845875,10.655530723155643,10.122827994807666,10.384783750093353,9.471675214392045,10.943979914343739,10.121533517340032,10.147204924942228,11.287135186086704,10.199672344836364,10.12670447284319,10.624795455860237,9.76487159073609,10.249113452713729,10.473705749619416,11.225809940623543,9.614709844115207,11.148476582178278,10.211888294546004,11.687813062564931,9.840777923595054,11.276124405274238,10.043027283594547
SLC2A4,insulin_metabolism,repair,GLUT4 glucose transport and exercise/metabolic adaptation marker,12.228818690495881,12.026869205263395,12.672204323964033,12.14338321398982,12.582847628550267,12.089781488353998,11.761135649828645,12.27699673929712,12.077483356859508,11.934059394900794,12.39740724437538,12.017504401109415,12.397139806235604,12.03857610276879,12.214622686302336,12.578844391558203,12.359200485133632,12.68255574108031,12.095726668639047,12.394462694610317,12.336506559810255,12.037890085142507,12.199365616857982,12.545688495560213,11.832098846039134,12.169611882604212,11.552188759557149,12.015066533230291,11.60177078840771,11.618844301766652,10.857980995127573,10.885696373339394,11.122180901259753,11.357002092264985,11.360847084179664,11.559855041513625,11.583552930466485,11.347067657165871,11.188588845707349,11.342630298678408,11.453785055496155,11.721526464007477,11.895953892812168,12.060358182642142,10.782179193831208,11.532355925288847,11.599912842187127,11.610563503925041,11.85369942030022,11.455840909126398,11.855647166027266,12.124767535822473
AKT2,insulin_metabolism,repair,Insulin signalling kinase relevant to glucose metabolism,12.393658591454773,12.050868963290736,12.431758749166157,12.43567026093655,12.538673953082668,12.149429590056743,12.12573632939501,12.44604940671655,12.33734314727405,12.04814625421956,12.564625862795372,12.326429487122303,12.562242424221072,12.356451970221755,12.214926187942435,12.435930651703595,12.5427900615549,12.63254087654689,12.112113658097865,12.418379719364957,12.495105510007784,12.896521622224974,11.98370619265935,12.728133100306216,12.109504215757006,12.163964091412273,11.638435913990472,12.169298695792845,12.043027283594547,11.97405602262563,11.769424641552753,11.336506559810255,11.843921051289035,11.953468962228849,11.62159403901754,11.70173963867435,11.834866038362017,11.893680738390907,11.522581531254831,11.552669097514272,12.624795455860237,12.059006395201111,12.117967703717133,12.187042714339894,11.998237821888047,12.281350514981035,12.116343961237469,11.898979204622513,12.122180901259753,11.469641817239516,12.042001306279133,12.053247125912426
MTOR,nutrient_sensing,both,Nutrient-sensing kinase; context-dependent growth/adaptation signal,10.448116305409464,10.45532722030456,11.060695931687555,10.778077129535358,10.543998450134541,10.526499239136566,10.177419537989236,10.769011321097015,10.731319031025064,10.318542809702723,10.93737382019215,10.488844346457336,10.73640193131829,10.177419537989236,9.684748620421626,10.593391122791736,10.029287226968245,10.361943773735241,10.187352073200497,10.434628227636725,10.294620748891626,10.427312844134963,10.109830654278793,10.532355925288847,10.370687406807217,10.269126679149418,9.149747119504681,9.715961990255144,9.335390354693924,9.011227255423254,9.18239435340453,9.162391328756906,8.761551232444479,9.162391328756906,9.461479447286155,9.560332834212442,9.638435913990472,8.991521846075695,9.428360172704291,8.519636252843213,9.481799431665753,9.569855608330949,9.310612781659529,9.893301530860564,9.172427508645482,8.79766152585376,9.64565843240871,9.269126679149418,9.65284497300198,9.179909090014934,9.428360172704291,9.73640193131829
FOXO3,stress_repair,repair,Stress resistance and mitochondrial/autophagy-related transcription factor,11.416269744523207,11.266786540694902,11.555547771647065,10.97513145692134,11.186114239541643,10.957102041562287,10.323054760341646,11.236014191900084,11.421012855779226,11.102631888854969,11.295768934420508,10.861086905995395,10.985841937003341,11.059344460824425,10.67065624911844,10.918863237274595,11.247334178028728,11.371776644337924,11.250890535723341,11.3437409184722,11.400879436282183,10.786269627648466,10.962173031109709,11.473198383677527,10.914385132155443,10.311748315004959,10.023754353299417,9.238404739325079,10.228818690495881,9.310612781659529,9.906890595608518,8.483815777264256,9.612868497291041,9.461479447286155,9.337621901992508,9.813781191217037,10.376125389276174,9.759888183221834,9.874981347653774,10.372865060112588,10.091435386323607,9.710806433699352,9.92184093707449,10.266786540694902,8.991521846075695,9.52552080909507,10.546894459887637,9.896332403909941,9.89026427702111,9.383704292474052,9.409390936137703,10.233619676759702
ATM,dna_damage_repair,repair,DNA damage response kinase linked to repair signalling,8.396604781181859,8.640244936222345,8.857980995127573,8.149747119504681,8.027905996569885,8.588714635582264,7.491853096329675,8.179909090014934,8.693486957499326,8.189824558880018,8.20945336562895,8.519636252843213,8.276124405274238,8.335390354693924,7.851749041416057,8.400879436282183,8.344295907915816,8.479780264029099,8.280770770130603,8.569855608330949,8.361943773735241,8.968666793195208,8.262094845370179,8.108524456778168,7.679480099505446,8.29920801838728,6.857980995127572,8.03342300153745,7.562242424221073,6.754887502163468,6.894817763307944,7.807354922057604,7.011227255423254,7.118941072723508,7.03342300153745,7.076815597050831,7.672425341971495,7.483815777264256,6.930737337562887,7.098032082960526,8.266786540694902,6.918863237274595,7.087462841250339,7.169925001442312,8.405141463136344,7.491853096329675,8.159871336778389,8.022367813028454,7.672425341971495,7.108524456778169,7.357552004618084,7.672425341971495
XRCC1,dna_damage_repair,repair,Base excision repair marker,8.927777962082342,8.72451385311995,8.813781191217037,9.409390936137703,9.167418145831737,8.546894459887637,8.459431618637296,8.651051691178928,9.321928094887362,8.721099188707186,9.240791332161956,8.997179480937621,9.162391328756906,9.052568050804153,8.81698362325538,8.971543553950772,9.39231742277876,9.174925682500678,8.668884984266247,9.030667136246942,8.909893083770042,9.78135971352466,8.734709620225837,9.411510988012072,8.554588851677638,8.588714635582264,7.906890595608519,8.194756854422248,8.326429487122303,8.344295907915816,8.276124405274238,7.912889336229962,8.271463027904375,8.066089190457772,8.066089190457772,8.219168520462162,8.335390354693924,8.467605550082997,8.016808287686555,7.98299357469431,8.951284714966972,8.257387842692651,8.49585502688717,8.654636028527968,8.515699838284043,8.353146825498083,8.479780264029099,8.303780748177102,8.727920454563199,8.076815597050832,8.707359132080883,8.174925682500678
OGG1,dna_damage_repair,repair,Oxidative DNA damage repair enzyme,7.78135971352466,7.727920454563199,7.727920454563199,7.826548487290915,7.820178962415188,7.936637939002571,7.94251450533924,8.011227255423254,7.562242424221073,7.98299357469431,7.366322214245816,7.960001932068081,8.285402218862249,8.049848549450562,7.94251450533924,8.214319120800766,7.672425341971495,8.459431618637296,8.092757140919852,8.417852514885897,8.164906926675688,8.820178962415188,7.876516946564999,8.396604781181859,8.129283016944967,8.011227255423254,6.754887502163468,8.022367813028454,7.417852514885898,7.321928094887363,7.562242424221073,6.882643049361842,7.169925001442312,7.6293566200796095,7.348728154231077,7.459431618637297,7.169925001442312,7.285402218862249,6.882643049361842,7.1799090900149345,8.247927513443585,7.442943495848728,7.434628227636725,7.800899899920305,8.03342300153745,7.774787059601174,7.614709844115208,7.108524456778169,7.832890014164741,7.539158811108031,7.78135971352466,7.118941072723508
ATG5,autophagy_repair,repair,Autophagy machinery marker relevant to exercise adaptation and repair,7.679480099505446,8.312882955284355,8.554588851677638,8.149747119504681,7.888743248898259,7.9886846867721655,7.845490050944375,8.179909090014934,8.375039431346925,8.08214904135387,7.918863237274595,7.906890595608519,7.864186144654281,7.900866807980749,7.900866807980749,8.174925682500678,7.94251450533924,8.022367813028454,8.03342300153745,8.31741261376487,7.7073591320808825,8.071462362556623,7.800899899920305,8.139551352398794,7.679480099505446,7.994353436858858,6.727920454563199,7.011227255423254,7.499845887083206,7.129283016944966,6.6865005271832185,7.129283016944966,6.6865005271832185,7.22881869049588,7.475733430966398,7.348728154231077,6.9886846867721655,7.523561956057013,6.857980995127572,7.139551352398794,7.108524456778169,6.303780748177103,7.2384047393250786,7.169925001442312,7.266786540694901,7.03342300153745,7.011227255423254,7.523561956057013,7.459431618637297,6.768184324776926,7.076815597050831,7.312882955284356
BECN1,autophagy_repair,repair,Autophagy initiation marker,9.828136484194108,10.127994320976393,10.204571144249204,9.92184093707449,10.111135670234708,9.850186837645774,9.539158811108031,10.214319120800766,9.972979786066292,9.929258408636972,10.116343961237469,10.177419537989236,10.203348002979762,10.057991722759176,9.978710459106358,10.17367713630342,9.778077129535358,10.226412192788786,9.958552715431011,10.145932145820515,10.215532999745657,10.312882955284355,9.734709620225837,10.436711542137214,9.807354922057604,9.878050912728536,9.321928094887362,9.461479447286155,9.688250309133178,9.269126679149418,9.216745858195306,9.280770770130603,9.413627929024173,9.348728154231077,9.224001674198105,9.489847960439297,9.78135971352466,9.733015321685963,9.407267764244732,9.207014320177532,9.60917873814198,9.539158811108031,9.874981347653774,9.640244936222345,9.80896417491926,9.211888294546004,9.471675214392045,9.428360172704291,10.20945336562895,9.634811050171718,9.41574176829009,10.221587121264806
MAP1LC3B,autophagy_repair,repair,Autophagosome marker and cellular repair process indicator,10.794415866350105,11.14338321398982,11.257387842692651,11.051208940914766,10.932214751968385,10.938109326219239,10.81698362325538,10.831307243802051,11.034111146096592,10.756556322524087,11.040974598817305,10.965062756744627,10.828929827651486,10.746514321138463,10.517669388133811,11.145295334933598,11.034798962577268,10.968666793195208,10.589651146514786,11.055282435501189,11.140829770773001,11.131856960608793,10.539158811108031,11.060695931687555,10.566054038171092,10.970824901362617,10.775610280759539,11.044394119358454,11.057314877782703,11.079484783826816,10.831307243802051,10.621136113274641,10.974414589805527,10.884933647949762,10.58777751632821,11.151016538892248,11.239001757765582,10.806549621985962,10.737247343027738,10.697836357962377,11.24436383512051,10.839991070539886,11.04507705193494,10.802516365121223,11.050528905530555,11.340406490853294,11.303209948944776,10.867278739709661,11.350386742312843,10.818582177480858,10.722807531169547,11.23421867823847
SQSTM1,autophagy_repair,both,Autophagy adaptor; accumulation may indicate stress or altered flux,13.917278830920374,13.73259143596501,14.12936352223451,14.19075064966236,13.74346700173564,13.45917543555203,13.778487861222372,13.71853287606922,13.632768054728745,13.801304186049023,13.989394499844732,13.732273439922233,13.748402528398184,13.632200042185131,13.761655109396022,13.881305185414046,13.985486199104635,13.494105548061054,13.474086157015394,14.056637715113201,14.010440688366485,13.77869318322384,13.307485448589476,14.025572167469578,13.442295588602517,13.715747542831355,13.751020945467612,13.554109152574004,13.590119174107175,13.81818270494864,13.627191865021771,12.967586527296072,12.880731435141664,13.499596781489753,13.470531781161656,13.596772122051034,13.877475866534427,13.308196801614534,13.351215321855607,12.90388184573618,13.44604940671655,13.619646849988262,13.850186837645774,13.307485448589476,13.316988561920082,13.077149515589733,13.612292594109512,13.294189943620655,13.500592945893834,13.234518085739989,13.255471227467067,13.46326891598129
UCP2,mitochondrial_stress,both,Mitochondrial uncoupling and metabolic stress/adaptation marker,11.339293300180094,10.837627933171404,10.12670447284319,11.23421867823847,10.918117851031772,10.778898476008376,11.473705749619416,10.46352437327118,10.689124404913258,11.047805554007589,11.122827994807666,10.971543553950772,11.250298417906333,10.164906926675688,10.426264754702098,10.674192268145683,10.858758099935422,10.174925682500678,10.28424574982967,10.761551232444479,11.091435386323607,11.599912842187127,9.658211482751796,11.059344460824425,10.230020435705635,11.502831804066744,10.50084187955693,10.80332391904149,10.380461065088973,10.210671343785622,10.52552080909507,10.363039630256514,10.726218159332198,10.198445041452363,10.112439506781552,10.16867211813223,11.255618749839597,10.907641803665527,10.053925881531105,9.791162888555018,11.070120944476823,10.425215903299383,9.834471049984222,9.469641817239516,11.386940245324311,10.826548487290914,9.943979914343739,10.474719946526482,9.521600439723727,10.049848549450562,10.502831804066744,9.868822554774999
UCP3,mitochondrial_stress,repair,Skeletal muscle mitochondrial fatty acid handling and exercise adaptation marker,12.161761743304675,12.429406741513981,12.247927513443585,12.0515488384404,12.366595426071438,12.332875731152674,12.45455634396194,12.378023850925485,11.852139328187244,12.269126679149418,12.98903963696239,12.288000889707574,12.151650829973422,11.271463027904375,11.744413410557655,11.61240779313867,10.838416075797337,10.775610280759539,12.028596777067108,12.014020470314934,12.591054774036781,11.44604940671655,10.016808287686555,12.794415866350105,11.257977058563979,12.520864182988744,11.106562940444883,10.753216749178955,10.793603309279407,11.795227966028678,12.129283016944967,10.509775004326936,10.216745858195306,11.094077685671905,11.861862340059151,12.021327032624372,11.533329732305834,11.524051918717824,11.191676146352428,9.72451385311995,10.372865060112588,11.227014193649133,11.386940245324311,10.365228849251544,11.564149489985732,9.43879185257826,10.782998208920414,10.73809225962049,11.453785055496155,11.060695931687555,10.002815015607053,10.029287226968245
