gene_symbol,module,score_group,rationale,1_TPM,2_TPM,3_TPM,4_TPM,5_TPM,6_TPM,7_TPM,8_TPM,9_TPM,10_TPM,12_TPM,13_TPM,14_TPM,15_TPM,16_TPM,17_TPM,18_TPM,19_TPM,20_TPM,21_TPM,22_TPM,23_TPM,24_TPM,25_TPM,26_TPM,27_TPM,28_TPM,29_TPM,30_TPM,31_TPM,32_TPM,33_TPM,34_TPM,36_TPM,37_TPM,38_TPM,39_TPM,40_TPM,41_TPM,43_TPM
ITGAM,monocyte_macrophage,inflammatory,Myeloid/macrophage marker useful for immune-cell infiltration context,4.507231911107211,4.5939389776773565,3.872182701126703,4.166693434863048,4.40440493041925,3.912229448676924,4.1023226951655225,4.993800693920494,4.519563856825498,4.17155168448525,4.276382019683622,3.3902478013072606,4.047604170528073,4.366048408464245,3.99501463935489,4.2379475905414195,3.707706772794698,4.352189440779149,4.487783771638064,4.150124852954588,3.97294294447596,4.296508212836369,4.5578175483264705,3.8094395522620617,3.5582915154822676,3.90949375290823,3.826566587597971,4.449217727968071,3.7877582043291675,4.8837731415921635,4.455003625743943,4.135441948540191,4.354597508873479,4.390393164977508,4.674515169668405,4.135499245194831,4.4424964896313845,4.231523034868282,4.012255161652291,4.578791478249843
CD14,monocyte_macrophage,inflammatory,Monocyte marker and LPS co-receptor,5.869536078764812,7.106606876219126,6.44512628302933,7.133967069646073,6.634817641186082,6.219245746151241,7.366373957980017,8.540830426146204,7.423001027959604,6.172707179349152,7.801964028699366,6.672731754829368,7.26238278232428,7.328437533980321,7.222859756287062,6.612152418584121,6.946907338571497,7.493236394267313,7.729563483226977,6.098204627393459,7.260556130983392,6.052020016040654,7.342263775363122,6.844857120991901,7.303151020471272,6.564146501679038,7.327704751133023,7.557415244611397,6.771785227981028,8.433190495488699,6.8948210851397596,7.361439101788574,6.55378602946692,6.5427885296426105,6.418454980013753,6.084909240087231,6.769179493985914,5.548896764861251,5.266661414262613,7.7192718535079905
CD68,monocyte_macrophage,inflammatory,Macrophage marker used for tissue inflammatory burden,8.195278582377425,8.253755499316616,7.595595123967722,7.75836235978471,8.151606540141216,7.43359673230741,7.553328990119812,9.305271507510758,7.868897177981881,7.893720831485418,7.968693890266752,7.194291483140733,7.817495084734623,7.662968375052183,7.709665365142147,7.995655257837406,7.528010602881687,7.823175294696672,8.372786325547928,7.585091465882194,7.556141353517047,7.711280613353415,8.088597562507864,7.114430839056711,7.52626906250074,7.489908909505882,7.712050147900832,8.300428891864088,7.290899405697739,8.610950125759748,8.127330910373628,7.579022307001828,8.170503691610218,8.169922201208594,8.54425881521713,7.870236270849246,8.046635003838858,7.679471668511743,7.580868844466631,8.213644661109488
ADGRE1,monocyte_macrophage,inflammatory,Macrophage marker; human ortholog context should be checked per dataset,1.432295614873337,1.9175046998736702,1.2138219319747607,0.7864098449103953,1.8237037149973319,0.9343919469973825,0.7348045505001529,0.5126122280783941,0.25385739122302636,1.9400242596885637,0.33752614132476133,0.5760722081246085,0.3519731327132957,0.337994180767892,0.40387303635427313,1.6982384846425023,0.34743321912310593,0.5386414578900555,0.27703255187479336,1.646720268552882,0.5100220897151276,1.66732447027863,1.0319103525177118,0.6013779951017203,1.0620159933116158,0.35689426726957374,0.43742804012399455,1.1526228142473778,0.23539376184961378,0.46345924208947836,0.9044679126509102,0.17101206325417745,1.8688657084556894,2.055221689167957,1.8109168634507358,1.6425356927954307,1.0899252012909375,2.105201346639255,1.4591168144666722,0.7748709574540704
MRC1,macrophage_resolution,repair,Macrophage alternative activation/resolution marker,5.244390857152134,4.7984700384366406,3.9288110712752573,5.845742989663948,4.885544446197204,5.715139326939695,5.778962613339113,5.50014966595041,6.447739193267787,5.157879931661533,6.051689385776138,4.839853094127754,5.857050131708385,5.932852810702608,5.233483050425234,5.465486574835582,4.9114618347648795,5.91013049404654,5.477136053517076,4.16990592568177,5.370182941972873,4.666656451741826,5.574679893464858,5.1904230148390305,4.966058024501431,5.332961904369647,5.358112716948195,6.0882703335049975,4.654334255331989,6.1040927230779385,6.024377795441223,5.705604853220619,5.337559965118255,6.118816746494729,6.583789217888091,4.625345428070282,5.489355811149903,4.196042712196795,4.753165820977949,6.0940436836021865
ARG1,macrophage_resolution,repair,Resolution/repair-associated macrophage marker; human tissue context should be interpreted carefully,1.3187599229228568,0.1731453470994387,0.0,0.0,0.0,0.5016123855522061,0.0,0.13465204069583106,0.3206752917966375,0.56541487786918,0.0,0.0,0.0,0.1623595840811724,0.0,1.2453465786579039,0.0,0.21878364717191223,0.17294060677146428,0.0,0.0,0.40407257071641917,0.0,0.0,0.6035311610608888,0.33918072214342004,0.0,0.6805161032547302,0.0,0.0,0.0,0.0,1.6082282635754186,0.0,0.3849549383092519,0.0,2.0127102544704956,0.3877088343198924,0.0,0.3087965422257139
PPARG,adipose_metabolism_resolution,repair,Adipose metabolism and anti-inflammatory transcriptional regulator,5.139927795528049,6.185125467688413,5.80272831101826,7.358400446835283,4.112180085065779,6.716053427805075,7.269510118511002,6.90333722948526,7.377916987253478,4.919999871559777,7.40226653090272,7.5072090725599905,7.733546278149491,7.445593331309743,6.919246573607015,5.083547575165538,7.3540183559003625,6.567633134091085,7.389905755376501,4.615486629285995,7.086201236417959,4.787411724581753,5.805839605895742,7.642035420536197,6.662048045284794,7.7281644671535,7.5249814809619435,6.606158458356005,7.619209423922664,7.803696920916059,6.475731988270636,7.120719234605556,4.66724407228177,6.467008949776772,4.977212870972212,4.51232822564315,5.391734181304919,3.567835271734373,4.979142819631672,7.6921163666606125
ADIPOQ,adipose_metabolism_resolution,repair,Adipocyte metabolic health marker often reduced in obesity inflammation,7.210577060279576,9.108517844410745,8.225575032676051,10.497108748458743,6.876699770485571,9.603995885341073,9.721013120150188,9.812491526861836,10.384706193169027,6.663990613075686,10.375160336726813,9.98372231655649,10.334559316222165,10.670229759949722,9.69497835817261,8.26322259200067,10.232750997948012,9.037267911678962,9.738909456776156,6.827733946280598,9.670044292738439,7.161677438584645,8.449832320806538,10.684525660356382,9.020008262822131,10.79620523499378,9.771352121366197,9.386851073456086,10.596624298848436,10.629020283563003,9.415583500399007,10.300614436620885,7.286393241099902,9.214229428042223,6.725519528219397,6.957706732059054,7.614788623418469,5.170586846255956,6.586336344018796,10.330880284945344
LEP,adipose_metabolism_inflammation,inflammatory,Adiposity-linked hormone and inflammatory-metabolic signal,6.1465396357219575,7.390183499180917,7.337947472828623,9.123133539492645,4.709218223409605,8.370153872762513,8.756301925440573,8.543919493033306,8.869643506256741,6.08984630391952,9.07008977924324,8.057929190182902,8.755247226048926,8.312912112854576,8.286212240398976,6.644227693619058,9.397598601237005,7.962986282262848,9.315308202426989,5.760762893404783,8.354689269633248,5.4978162380616675,5.677079288210857,8.997749170872563,8.302541228436505,8.922503814684271,9.085297814127346,8.078245176388924,7.855138481588633,9.91244774859947,9.148673420992306,9.183195502076254,5.74867273763188,8.30268469179071,5.62570399267906,4.650082736105848,6.915796411030962,4.477266152693169,6.3799953446797035,9.173959494678114
INSR,insulin_metabolism,repair,Insulin signalling receptor and metabolic health marker,2.768767638006698,2.9675141119136565,2.7857516153107555,3.921107897490513,2.3483363960657613,3.7637536162495473,3.8725706269755014,3.3728007183958395,3.959967167913309,2.5512425871656097,3.6702238643875593,3.6773902961373723,3.7842871435992014,4.130911683172352,3.8545159611761117,2.708927489711277,3.957045191871428,3.6506498051625864,3.445324662925071,2.442392845081582,3.571403654884069,2.3989547417161754,3.0289877559043696,3.8241115168876494,3.551276922638535,4.063226543090641,3.830233821522298,3.191739502650266,3.9187517281386786,4.197511434844215,3.5679619146120363,3.7114894001699574,2.3310456217013704,3.2227191032488895,2.7852387536378957,2.4457550379412982,2.603457573173565,2.368126884565702,2.6107031327005097,3.6640838823032413
IRS1,insulin_metabolism,repair,Insulin signalling adaptor relevant to skeletal muscle and adipose metabolism,2.4223769938415076,2.7483118032791993,2.5378675643200617,2.9002597583994603,2.255030232104693,3.1313652598477018,2.5701848089634463,3.044294263918768,2.8635585039146174,2.072827139183523,3.1657269084644497,3.093525866113628,3.240658550415548,3.895046539628409,2.975064809034541,2.6186986468955373,2.9277819435596717,2.6092698855111642,3.315509425619288,2.025143638370831,3.4071630535058235,2.6645850086827965,2.876240904970739,3.3276543140106902,2.6001493652917667,3.3684348007815577,2.8082344917545767,2.700201098844113,2.8700997325907034,3.198165187953217,2.4828947376170296,2.369325766909203,1.8919444499745228,3.0185731110996374,2.51877305074543,2.5803920242818266,2.4961130743757347,2.2054973016468424,2.2137099708932806,3.277298783542208
SLC2A4,insulin_metabolism,repair,GLUT4 glucose transport and exercise/metabolic adaptation marker,2.222305032590171,4.170791079800357,2.934763691723248,4.854292586310882,2.5925419519486703,3.7091728328784614,3.9282513964571466,4.234797585243896,3.783663457257925,2.1833893257851926,3.995588172114138,4.359428960938911,5.118409149539302,5.576870192971392,3.9791796404584376,1.9595216490599643,3.7906489240221846,4.629350965869784,4.808273883682519,1.9096364111898672,5.135059160001274,1.5629242532658623,4.035874336334956,4.878413573860663,4.805290752848049,5.1459366687196795,3.9459786288680094,3.604241921761886,5.12745202358553,4.436603150656274,2.6810381004891983,3.643771010544995,1.8831327978705796,3.804903556628419,2.1431749406340863,2.762445771699091,2.964038699127716,1.1239912462327792,2.7334435029204647,4.599111016398194
AKT2,insulin_metabolism,repair,Insulin signalling kinase relevant to glucose metabolism,6.042224314574085,6.454905464245553,6.298054867213418,6.911567653359413,6.143239707806452,6.485657511120801,6.669672147771076,6.939601357016108,6.571549066956127,6.007928572955438,6.464449542952407,6.588956913059491,7.0041873022130385,7.191100305455525,6.481013584471708,6.221892176721891,6.8961036860693286,6.295334476632127,7.116418740292105,5.998651735225574,6.684432462023928,6.2678640936847465,6.3518416154020825,7.194884869462836,6.107211864614571,6.819993953640323,6.490496309163834,6.300918489169464,7.002738272313934,7.225333559375837,6.267944541208946,6.694794213411128,5.855253366318719,6.158641111613061,5.938634730366498,6.158288831492463,6.0643999687825945,6.022190039851688,6.175584219809399,6.820866517234917
MTOR,nutrient_sensing,both,Nutrient-sensing kinase; context-dependent growth/adaptation signal,4.32212226857227,3.977589497219112,3.8396843208081104,3.777811991063168,4.301227586346527,3.9288482994296343,3.723516732538648,3.5194806378010144,3.8511318606327487,4.163640177089219,3.644828700039974,3.6374469108255947,3.7964130448672417,3.915897730516839,3.636854389492063,4.307382547663116,3.700170241932355,3.476339041234458,3.5012415492871276,4.4144566525283375,3.6776995741242677,4.527303215351508,4.030127517048839,3.95762213080601,3.329772591287311,3.7789848150690606,3.410294153842203,3.7117758193796107,3.6238795005923095,4.07956474051703,4.287493202520653,3.6463623390656794,3.9833580229936634,4.24455214151332,4.469330535940356,4.239261694026314,4.167586341723433,4.346158258958575,4.241987266908983,3.8402891935620724
FOXO3,stress_repair,repair,Stress resistance and mitochondrial/autophagy-related transcription factor,4.446275620110037,4.178225667129747,3.5584699400919555,5.190189810929589,4.328773861852426,4.7146400202069305,4.608520379116199,3.9411991063149197,5.666952308022584,4.016876644188907,5.078191037145361,4.7656137211467895,4.8423703084148775,4.632389268823137,4.382233756664061,4.338561189767408,4.43042598910535,4.563498075715511,4.329590135796835,3.8928080356603556,4.402375102556628,4.267942556753353,4.3241810507741745,4.772675412069391,4.468028678572513,4.698570328420349,4.014328956410132,4.2568172901540615,4.537105496981622,4.713699278626837,4.763569964766631,4.8010594544624485,4.1217451868747705,4.790054994541633,4.508049356435916,4.058659982382431,4.444185337225272,4.036510806545867,4.196271037047071,5.056289063680255
ATM,dna_damage_repair,repair,DNA damage response kinase linked to repair signalling,5.463396331469714,3.671806830708653,3.828530341722895,3.4020882666866497,4.415815037594346,4.5434470091381325,2.970766243510802,1.2650353580694647,3.4464522377991957,5.602317163703619,3.2902555585578956,2.264923099512921,3.123486427703147,2.92880349290732,2.4624892504520015,5.659303603664536,2.95306237195697,3.2351949104779405,2.089196088843156,5.377814938545265,3.360515983332558,6.054989506129254,4.914938972889045,2.634999070987549,2.7800736204761103,2.986833214453923,2.839427949110767,4.104178793499511,1.091096568421836,1.705394072469574,5.187779780009793,2.9547230306064827,5.633360352642377,5.217308549845447,5.642167219465675,5.1479326942248225,5.521110617556061,5.706772795562413,5.39735718372712,2.8230798189218165
XRCC1,dna_damage_repair,repair,Base excision repair marker,5.206898235922641,5.205310318947981,5.249297954142973,4.648619138235293,4.8051337297755845,4.9145089384829115,4.521846513067998,4.8472912661579795,4.86623828962173,5.127639387231998,4.660953709379415,4.8070583146890105,4.433767757909234,4.664663393500642,4.741925501790222,5.304157990997309,4.689211030426137,4.7805061200521,4.4674994551161795,5.383165193984501,4.745371428758686,5.370812161844626,5.091074559010989,4.381217259004096,4.7552212604400115,4.463214516129805,4.643450100534858,4.9698209942213865,4.800422942446909,4.771364963177699,4.962353889618529,4.352185696989808,5.1396451961473915,5.093551345205614,5.1570787258054365,5.207601550849262,5.129654360073235,5.306622722603184,5.396050748414117,4.613844968955994
OGG1,dna_damage_repair,repair,Oxidative DNA damage repair enzyme,4.994718466069809,4.940912341835948,4.668007729166397,4.079733087341654,4.893307550421005,4.3910422039341555,4.28948267317689,4.545196419584673,4.287964019016915,4.73526702949789,4.366339421560413,4.38873867641758,4.246578570585869,4.351486921664632,4.386995478261468,4.906945945946457,4.410433983937628,4.348778709627937,4.112716561032881,5.39005649470607,4.582340244964325,5.117971795837105,4.823872177740803,4.380296685896336,4.295763719131633,4.071956977353058,4.28261972291689,4.500090725928718,4.016094673460842,4.353848678097596,4.594702902496674,4.219305463483723,4.781607048944339,4.75738835580881,4.79576866181278,5.079611628745243,4.620132417904732,4.975927599136939,4.839120978805043,4.167961520512537
ATG5,autophagy_repair,repair,Autophagy machinery marker relevant to exercise adaptation and repair,4.347579630564341,2.6342245325948306,3.09947313136528,4.251514374423351,3.4794553826389323,4.087019016967581,4.160286531069259,2.557002455612336,4.117236149457622,4.267709944669395,4.200031266265838,4.123675548450793,4.053109337543362,4.117481780625004,4.209081960324156,4.337900014301424,4.090415390868177,4.243484162889655,3.5596496566991473,4.3675587296141964,4.260947601862575,4.3847976309757195,4.0688755934837415,4.100536784911295,4.025026490431263,3.9516968879752468,4.15734628855021,4.224159850523996,2.6601473371439415,3.023074871041605,4.340670289087856,4.04037854336727,4.129801304774552,4.414948274848394,4.314920742189933,3.81761138848213,4.427545835761052,4.075166691285544,4.242908922238079,3.8051105076931626
BECN1,autophagy_repair,repair,Autophagy initiation marker,5.991302925294837,5.869205041987317,5.659391724329482,5.944572290720678,5.777776938866024,5.92476804654029,5.967653867342855,5.641763457363626,5.902848783399498,5.8346838641991825,5.946928024345343,5.953290315984746,5.787958725484223,5.888238935803428,5.928359923258614,6.053215363188761,5.806261924260659,5.919697112434604,5.697981186504481,5.9971241436282074,5.889754826039079,6.113416215566873,5.863086553084305,5.747724266673786,5.770898325438583,5.6448513925792945,5.88436804336028,6.019893801468268,5.711195488828225,5.9992650302014425,6.102131825375224,5.656304694469158,6.097346524118631,6.001707658355845,5.9310193214077165,5.949969076875025,6.083803475791763,5.942110541093638,5.94182813533957,5.870554846862732
MAP1LC3B,autophagy_repair,repair,Autophagosome marker and cellular repair process indicator,6.403606572698745,6.475619032061168,6.219797921042516,6.961610341195147,6.053318404828147,6.667677450198536,6.7226671543811625,6.32358670927027,7.052782944738033,6.25745475201695,6.851876455115176,6.837406091110672,6.791771896454789,6.858477544996768,6.91438787103089,6.316748187912876,6.837572696602877,6.753601982574881,6.740638560744743,6.295315354177617,6.631642354421447,6.267171726318423,6.472694559177907,6.631540663632641,6.988510473667773,6.86442486926004,6.982422325447732,6.4797580697934976,6.872063583611089,6.688574415697672,6.734751884475563,6.633964580500411,6.354143908155016,6.590837140286485,6.185086089891271,6.25255298299745,6.442173056842669,6.221844627805085,6.356770714488898,6.736150538833204
SQSTM1,autophagy_repair,both,Autophagy adaptor; accumulation may indicate stress or altered flux,7.880058856249958,8.267782958271788,8.050232298842298,8.224819744630887,7.8137464955871,7.988039157859232,8.287978623394167,8.881428920319532,8.225712482227639,7.812661379269266,8.646836606032966,8.20981467162477,8.263761571902348,8.289603507615015,8.648973586430513,7.818774536776474,8.439789253994705,8.0327045753099,8.310711122398388,7.602984518187919,8.1900485989401,7.728218231473326,7.926448156239262,8.190767540976474,8.332273453236155,8.184668715342877,8.754592951915475,8.347091298341038,8.505017349031707,8.831974545740415,8.53707590649307,8.135821927335735,7.863256086798374,8.062225798073307,8.01724171622577,7.734119416925505,7.8598724586324105,7.568040452550432,7.998131035228041,8.421179369586554
UCP2,mitochondrial_stress,both,Mitochondrial uncoupling and metabolic stress/adaptation marker,8.305983736207365,8.16551519850916,8.202858646919964,7.89109890751042,8.448842030811573,7.368486774369933,7.2827131294194345,8.285303742316797,7.075457809744602,7.852484971651871,7.8241824985991,7.571159655510019,7.8908980418832675,7.745975690591027,7.3020736695545105,8.226723477861032,7.717961746907223,7.256992857932205,7.186353699614221,8.664068777678509,7.652598019825461,8.265334233902111,8.27638153576904,7.559916834751735,7.1790732986937345,7.161159138953149,6.901196501577673,7.91173392746578,7.64182469345814,8.325133261465995,7.672598716623686,7.130784338670197,8.344725309904968,7.9149465108597665,8.01030817848278,8.30631518035575,8.161493683170441,8.575950736287183,8.197496814187577,7.904772596019425
UCP3,mitochondrial_stress,repair,Skeletal muscle mitochondrial fatty acid handling and exercise adaptation marker,2.2335337835213505,1.614656139528811,1.6519485533384342,1.0935013584364024,1.8873556466235455,1.5960788097482335,1.0409730650543212,1.2044468812856164,1.2000730247275724,2.1216165644538423,1.0739586705440805,1.5998381175727432,1.0563157726143284,0.972184588873024,1.2507803160055744,1.87670749250909,1.2450471467794908,1.482744012968406,0.7525970362527697,2.3872555480162845,1.4045146100322383,2.1296120787632984,1.7934135860647322,1.0421911479395984,1.0985603706503,1.305107855324572,0.9805035593893752,1.5246459535772616,0.5759647847794526,0.7021681407824146,1.9318948132675673,1.0822195666555168,1.5196460647085448,1.6818117489090918,1.5761863971443273,2.201503385457397,1.9779638278217184,2.0550703328921265,2.2994249101373376,0.8020914490571928
