dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.17632620840252616,0.11758958906776404,-0.05873661933476213,0.3691316268766398,-0.2887392511355072,0.13539628745513513,paired_cohen_dz,-0.15912106971638965,0.66796875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.1142064625159482,-0.04621654803515325,0.06798991448079493,0.5465384288058186,-0.23818231549232116,0.4009816999798754,paired_cohen_dz,0.12440097694383954,0.7109375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.062119745886578016,0.07137304103261079,0.009253295146032781,0.29182782313809313,-0.17260066548933825,0.1699083428070336,paired_cohen_dz,0.03170806349624215,0.921875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262639,-0.42147351050136156,0.4056938230249023,0.8468574421650662,-0.011146351654142734,0.9340699716396461,paired_cohen_dz,0.4790579887775563,0.12890625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.2721354166666667,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.17632620840252616,-0.32404770808903016,-0.5003739164915564,0.33350577706763435,-0.675770002291268,-0.28753758699966253,paired_cohen_dz,-1.5003455738941562,0.00390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.04241071428571429,0.0185546875,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.1142064625159482,0.2522273084395788,0.36643377095552704,0.7372109222806895,-0.08279562038386647,0.7847823849547525,paired_cohen_dz,0.4970541806704393,0.14453125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.39229910714285715,0.46530612244897956,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.062119745886578016,-0.07182039964945137,-0.1339401455360294,0.5672185865973244,-0.47069946890454617,0.19445121371336185,paired_cohen_dz,-0.23613497283211418,0.48046875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.95,ci_crosses_zero
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,NAMPT_z,18,18,participant_id,,paired,18,18,18,18,0.15755309524674885,0.3527900442666793,0.1952369490199304,1.1290124380930084,-0.3460122963662303,0.687343008865516,paired_cohen_dz,0.17292719055398637,0.48073577880859375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.59375,ci_crosses_zero
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,balance_score,18,18,participant_id,,paired,18,18,18,18,0.07747588466925111,-0.1356221184000382,-0.21309800306928928,0.37447416047209353,-0.39399595620890404,-0.056390552045418416,paired_cohen_dz,-0.569059298512453,0.01964569091796875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.1001953125,0.07465362548828125,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,inflammatory_score,18,18,participant_id,,paired,18,18,18,18,-0.2955477196038469,0.5242586681625849,0.8198063877664317,0.7706133451319783,0.47865021173573874,1.1469542661322518,paired_cohen_dz,1.063836219480508,0.00038909912109375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0147857666015625,0.00739288330078125,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,repair_score,18,18,participant_id,,paired,18,18,18,18,-0.21807183493459573,0.38863654976254663,0.6067083846971424,0.9249362755103752,0.19766282460616963,1.0297274271273986,paired_cohen_dz,0.6559461454383587,0.013916015625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.09614701704545454,0.11616007486979167,ci_excludes_zero;nominal_p_lt_0.05
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,NAMPT_z,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.7655147092701396,0.15755309524674885,0.9230678045168885,,0.3254777696007971,1.5141607615999082,hedges_g,1.0672522313387234,0.029798510074496274,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,0.11875,0.08088167020220417,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,balance_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,0.08721935059618263,0.07747588466925111,-0.009743465926931524,,-0.19599560820767634,0.1832998770220126,hedges_g,-0.04281201876374957,0.9228038598070096,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,inflammatory_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.3430664228381087,-0.2955477196038469,0.04751870323426177,,-0.3800266609806815,0.4743612267392525,hedges_g,0.07792043629880523,0.8655067246637668,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,repair_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.255847072241926,-0.21807183493459573,0.03777523730733026,,-0.47916138458958674,0.5895525423468431,hedges_g,0.055230250289437496,0.9050547472626369,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero
